"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"MAP kinase-interacting serine/threonine-protein kinase 2","MKNK2","Q9HBH9","CHEMBL4204","Kinase","0.008440684034144188","35 /  6   "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Transferase","0.00800984346595068","43 /  31   "
"Solute carrier organic anion transporter family member 2B1","SLCO2B1","O94956","CHEMBL1743124","Electrochemical transporter","0.007985018757320684","7 /  6   "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.007878888085460868","68 /  4   "
"Neutrophil elastase","ELANE","P08246","CHEMBL248","Protease","0.007608405490431557","36 /  23   "
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","0.0075473132669901235","14 /  81   "
"Cytochrome P450 1A2","CYP1A2","P05177","CHEMBL3356","Cytochrome P450","0.006734723087411538","10 /  6   "
"Mast/stem cell growth factor receptor Kit","KIT","P10721","CHEMBL1936","Kinase","0.006604195403587388","60 /  4   "
"Sigma non-opioid intracellular receptor 1","SIGMAR1","Q99720","CHEMBL287","Membrane receptor","0.005573966757500443","63 /  76   "
"Inositol hexakisphosphate kinase 2","IP6K2","Q9UHH9","CHEMBL4523488","Transferase","0.005500689057998186","9 /  10   "
"Inositol polyphosphate multikinase","IPMK","Q8NFU5","CHEMBL4523401","Transferase","0.005500689057998186","5 /  6   "
"Cytochrome P450 1A1","CYP1A1","P04798","CHEMBL2231","Cytochrome P450","0.005226593014597556","8 /  13   "
"ATP-dependent translocase ABCB1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.0051790144835216715","78 /  118   "
"Troponin, cardiac muscle","N/A","P63316&P19429&P45379","CHEMBL2095202","Unclassified protein","0.004788139296113742","12 /  2   "
"Induced myeloid leukemia cell differentiation protein Mcl-1","MCL1","Q07820","CHEMBL4361","Other cytosolic protein","0.004767467119237513","219 /  3   "
"Amyloid-beta precursor protein","APP","P05067","CHEMBL2487","Membrane receptor","0.004727544910503737","208 /  24   "
"Proto-oncogene tyrosine-protein kinase Src","SRC","P12931","CHEMBL267","Kinase","0.004707576835844803","294 /  11   "
"Histone deacetylase 6","HDAC6","Q9UBN7","CHEMBL1865","Eraser","0.004460801954706768","187 /  17   "
"Aldehyde dehydrogenase X, mitochondrial","ALDH1B1","P30837","CHEMBL4881","Oxidoreductase","0.004296073471557161","1 /  1   "
"Retinal dehydrogenase 2","ALDH1A2","O94788","CHEMBL3112384","Oxidoreductase","0.004296073471557161","1 /  1   "
"MUS81-ECE1","N/A","P42892&Q96NY9","CHEMBL5465380","Protease","0.004220419584684476","6 /  2   "
"Solute carrier family 22 member 12","SLC22A12","Q96S37","CHEMBL6120","Electrochemical transporter","0.004170394578131533","112 /  1   "
"Alpha-ketoglutarate-dependent dioxygenase FTO","FTO","Q9C0B1","CHEMBL2331065","Oxidoreductase","0.00409541971807301","59 /  3   "
"G-protein coupled receptor 35","GPR35","Q9HC97","CHEMBL1293267","Family A G protein-coupled receptor","0.004071801649424839","29 /  5   "
"17-beta-hydroxysteroid dehydrogenase type 2","HSD17B2","P37059","CHEMBL2789","Oxidoreductase","0.00406359437219001","274 /  4   "
"Serine/threonine-protein kinase pim-1","PIM1","P11309","CHEMBL2147","Kinase","0.004044845845448973","169 /  10   "
"Receptor-type tyrosine-protein kinase FLT3","FLT3","P36888","CHEMBL1974","Kinase","0.003877020005763043","141 /  13   "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.0038613053940985183","219 /  11   "
"Fructose-1,6-bisphosphatase 1","FBP1","P09467","CHEMBL3975","Phosphatase","0.003686868134450421","201 /  1   "
"MAP kinase-interacting serine/threonine-protein kinase 1","MKNK1","Q9BUB5","CHEMBL4718","Kinase","0.00364957994773883","21 /  2   "
"Sodium/glucose cotransporter 2","SLC5A2","P31639","CHEMBL3884","Electrochemical transporter","0.0035397336649689044","42 /  31   "
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform","PIK3CG","P48736","CHEMBL3267","Transferase","0.0034582091929816774","140 /  1   "
"Histone deacetylase 4","HDAC4","P56524","CHEMBL3524","Eraser","0.00341848083534988","16 /  2   "
"beta-catenin-B-cell lymphoma 9 protein complex","N/A","P35222&O00512","CHEMBL3885525","Unclassified protein","0.0032180715586384192","14 /  19   "
"Catenin beta-1","CTNNB1","P35222","CHEMBL5866","Unclassified protein","0.0032180715586384192","9 /  3   "
"Potassium voltage-gated channel subfamily A member 3","KCNA3","P22001","CHEMBL4633","Voltage-gated ion channel","0.0031859081625425674","11 /  19   "
"ELAV-like protein 3","ELAVL3","Q14576","CHEMBL4105924","Unclassified protein","0.003109329765797057","5 /  3   "
"Sodium/glucose cotransporter 1","SLC5A1","P13866","CHEMBL4979","Electrochemical transporter","0.0029879342209046126","26 /  20   "
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","PFKFB3","Q16875","CHEMBL2331053","Enzyme","0.002969001593437943","15 /  2   "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.0029562633318634614","135 /  5   "
"Aurora kinase B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.0029546426524728344","73 /  2   "
"Insulin-like growth factor 1 receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.0029546426524728344","53 /  2   "
"Insulin receptor","INSR","P06213","CHEMBL1981","Kinase","0.0029546426524728344","24 /  1   "
"72 kDa type IV collagenase","MMP2","P08253","CHEMBL333","Protease","0.0028839464160821475","197 /  6   "
"Alpha-synuclein","SNCA","P37840","CHEMBL6152","Unclassified protein","0.002866537496695423","81 /  5   "
"Histone deacetylase 2","HDAC2","Q92769","CHEMBL1937","Eraser","0.002833587013274501","53 /  3   "
"Stromelysin-1","MMP3","P08254","CHEMBL283","Protease","0.0027979434514822537","58 /  1   "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.0027205770147229647","123 /  11   "
