"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Mineralocorticoid receptor","NR3C2","P08235","CHEMBL1994","Nuclear receptor","0.00555093966714941","530 /  20   "
"Endothelin-1 receptor","EDNRA","P25101","CHEMBL252","Family A G protein-coupled receptor","0.0054999758584456495","1070 /  6   "
"Tumor necrosis factor","TNF","P01375","CHEMBL1825","Secreted protein","0.005460802492735233","1321 /  6   "
"Potassium voltage-gated channel subfamily A member 3","KCNA3","P22001","CHEMBL4633","Voltage-gated ion channel","0.0054374303901525015","264 /  7   "
"Squalene synthase","FDFT1","P37268","CHEMBL3338","Transferase","0.005301197755702135","128 /  25   "
"Glucocorticoid receptor","NR3C1","P04150","CHEMBL2034","Nuclear receptor","0.005067608081642673","1870 /  8   "
"Inhibitor of nuclear factor kappa-B kinase subunit beta","IKBKB","O14920","CHEMBL1991","Kinase","0.00503577806669196","691 /  10   "
"Toll-like receptor 4","TLR4","O00206","CHEMBL5255","Toll-like and Il-1 receptors","0.004497820312605181","87 /  4   "
"Prothrombin","F2","P00734","CHEMBL204","Protease","0.004491482246307653","3428 /  6   "
"Ras guanyl-releasing protein 3","RASGRP3","Q8IV61","CHEMBL3638","Other cytosolic protein","0.004407544834899185","87 /  44   "
"Bile acid receptor","NR1H4","Q96RI1","CHEMBL2047","Nuclear receptor","0.004320286841677736","2371 /  14   "
"Kelch-like ECH-associated protein 1","KEAP1","Q14145","CHEMBL2069156","Unclassified protein","0.004282770928578089","182 /  3   "
"Tubulin--tyrosine ligase","TTL","Q8NG68","CHEMBL5549","Ligase","0.003972451543774802","17 /  12   "
"Neuronal acetylcholine receptor subunit alpha-7","CHRNA7","P36544","CHEMBL2492","Ligand-gated ion channel","0.003859334434306691","1003 /  1   "
"Protein kinase C theta type","PRKCQ","Q04759","CHEMBL3920","Kinase","0.0037604042492501532","832 /  7   "
"Sodium-dependent dopamine transporter","SLC6A3","Q01959","CHEMBL238","Electrochemical transporter","0.003638923964319265","2863 /  29   "
"Sodium-dependent serotonin transporter","SLC6A4","P31645","CHEMBL228","Electrochemical transporter","0.003638923964319265","4816 /  9   "
"Protein kinase C eta type","PRKCH","P24723","CHEMBL3616","Kinase","0.0034533887613987764","131 /  4   "
"dCTP pyrophosphatase 1","DCTPP1","Q9H773","CHEMBL3769292","Hydrolase","0.003126378493647496","99 /  1   "
"Toll-like receptor 9","TLR9","Q9NR96","CHEMBL5804","Toll-like and Il-1 receptors","0.003107410436960574","2690 /  3   "
"Proteinase-activated receptor 2","F2RL1","P55085","CHEMBL5963","Family A G protein-coupled receptor","0.0031074073238978183","65 /  1   "
"NACHT, LRR and PYD domains-containing protein 3","NLRP3","Q96P20","CHEMBL1741208","Unclassified protein","0.0031013661377857537","398 /  15   "
"cAMP-dependent protein kinase catalytic subunit alpha","PRKACA","P17612","CHEMBL4101","Kinase","0.0030783201765332527","76 /  2   "
"3',5'-cyclic-AMP phosphodiesterase 4D","PDE4D","Q08499","CHEMBL288","Phosphodiesterase","0.0030754552394339947","968 /  7   "
"Apoptosis regulator Bcl-2","BCL2","P10415","CHEMBL4860","Other ion channel","0.003045139356078533","823 /  1   "
"Proto-oncogene vav","VAV1","P15498","CHEMBL3259472","Unclassified protein","0.0030227279976817157","1 /  1   "
"Protein kinase C gamma type","PRKCG","P05129","CHEMBL2938","Kinase","0.0030227279976817157","100 /  9   "
"Induced myeloid leukemia cell differentiation protein Mcl-1","MCL1","Q07820","CHEMBL4361","Other cytosolic protein","0.002882791145146442","1609 /  5   "
"Transient receptor potential cation channel subfamily V member 1","TRPV1","Q8NER1","CHEMBL4794","Voltage-gated ion channel","0.0028794464286201805","1672 /  17   "
"Transient receptor potential cation channel subfamily M member 8","TRPM8","Q7Z2W7","CHEMBL1075319","Voltage-gated ion channel","0.0028794464286201805","387 /  1   "
"Neuronal acetylcholine receptor; alpha4/beta2","N/A","P17787&P43681","CHEMBL1907589","Ligand-gated ion channel","0.00277840251994677","755 /  4   "
"TGF-beta receptor type-1","TGFBR1","P36897","CHEMBL4439","Kinase","0.00269242546288883","1806 /  1   "
"Pyruvate kinase PKM","PKM","P14618","CHEMBL1075189","Enzyme","0.0026813145357215975","90 /  4   "
"Ubiquitin carboxyl-terminal hydrolase 7","USP7","Q93009","CHEMBL2157850","Protease","0.002663501179417756","307 /  4   "
"Neuronal acetylcholine receptor; alpha3/beta4","N/A","P30926&P32297","CHEMBL1907594","Ligand-gated ion channel","0.0026302375678816286","412 /  2   "
"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial","CLPX","O76031","CHEMBL3797014","Enzyme","0.0025520536120041478","1 /  1   "
"Nicotinamide N-methyltransferase","NNMT","P40261","CHEMBL2346486","Transferase","0.0025376457666327315","105 /  1   "
"Tyrosine-protein phosphatase non-receptor type 11","PTPN11","Q06124","CHEMBL3864","Phosphatase","0.002516604223908218","1572 /  5   "
"Aromatase","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.002436365490892962","1011 /  62   "
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.0023090166330366284","2457 /  19   "
"Bcl-2-like protein 1","BCL2L1","Q07817","CHEMBL4625","Other ion channel","0.0022458126177173155","565 /  5   "
"C-X-C chemokine receptor type 1","CXCR1","P25024","CHEMBL4029","Family A G protein-coupled receptor","0.0022086199604017093","36 /  2   "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.0022059691162651745","3166 /  1   "
"Tyrosine-protein phosphatase non-receptor type 2","PTPN2","P17706","CHEMBL3807","Phosphatase","0.002194990079228855","219 /  10   "
