"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Solute carrier family 28 member 3","SLC28A3","Q9HAS3","CHEMBL5707","Electrochemical transporter","0.00485628992816037","0 /  1   "
"Anthrax toxin receptor 2","ANTXR2","P58335","CHEMBL4296326","Unclassified protein","0.004842628930691665","0 /  5   "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.004842628930691665","0 /  25   "
"Alpha-amylase 1A","AMY1A","P0DUB6","CHEMBL2478","Hydrolase","0.004842628930691665","0 /  1   "
"Plasminogen activator inhibitor 1","SERPINE1","P05121","CHEMBL3475","Secreted protein","0.004842628930691665","0 /  13   "
"Coagulation factor X","F10","P00742","CHEMBL244","Protease","0.004842628930691665","0 /  12   "
"Peptidyl-prolyl cis-trans isomerase FKBP5","FKBP5","Q13451","CHEMBL2052031","Enzyme","0.004704789892356331","0 /  104   "
"Peptidyl-prolyl cis-trans isomerase FKBP4","FKBP4","Q02790","CHEMBL4050","Isomerase","0.004704789892356331","0 /  36   "
"Peptidyl-prolyl cis-trans isomerase FKBP1B","FKBP1B","P68106","CHEMBL2430","Isomerase","0.004704789892356331","0 /  35   "
"Peptidyl-prolyl cis-trans isomerase FKBP1A","FKBP1A","P62942","CHEMBL1902","Isomerase","0.004704789892356331","0 /  132   "
"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A","PDE9A","O76083","CHEMBL3535","Phosphodiesterase","0.004664476189121076","0 /  6   "
"C-C chemokine receptor type 3","CCR3","P51677","CHEMBL3473","Family A G protein-coupled receptor","0.004614461232255656","0 /  3   "
"ATP-dependent translocase ABCB1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.004614461232255656","0 /  249   "
"Aldo-keto reductase family 1 member B1","AKR1B1","P15121","CHEMBL1900","Oxidoreductase","0.004426729276290491","0 /  39   "
"Ileal sodium/bile acid cotransporter","SLC10A2","Q12908","CHEMBL2778","Electrochemical transporter","0.004350836610108962","0 /  2   "
"Monoglyceride lipase","MGLL","Q99685","CHEMBL4191","Hydrolase","0.004181080728259193","0 /  8   "
"Amine oxidase [flavin-containing] B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.004142632805340467","0 /  117   "
"Cytochrome P450 2C19","CYP2C19","P33261","CHEMBL3622","Cytochrome P450","0.004122435632357635","0 /  3   "
"Cytochrome P450 2C9","CYP2C9","P11712","CHEMBL3397","Cytochrome P450","0.004122435632357635","0 /  3   "
"Glucocorticoid receptor","NR3C1","P04150","CHEMBL2034","Nuclear receptor","0.004122435632357635","0 /  38   "
"Neutrophil elastase","ELANE","P08246","CHEMBL248","Protease","0.0039826152712590015","0 /  12   "
"Kappa-type opioid receptor","OPRK1","P41145","CHEMBL237","Family A G protein-coupled receptor","0.0037144821375195507","0 /  563   "
"Mu-type opioid receptor","OPRM1","P35372","CHEMBL233","Family A G protein-coupled receptor","0.0037144821375195507","0 /  519   "
"Cannabinoid receptor 1","CNR1","P21554","CHEMBL218","Family A G protein-coupled receptor","0.0035542318461631497","0 /  257   "
"Endothelin-1 receptor","EDNRA","P25101","CHEMBL252","Family A G protein-coupled receptor","0.0032877114437626243","0 /  131   "
"Endothelin receptor type B","EDNRB","P24530","CHEMBL1785","Family A G protein-coupled receptor","0.0032877114437626243","0 /  75   "
"5'-AMP-activated protein kinase catalytic subunit alpha-2","PRKAA2","P54646","CHEMBL2116","Kinase","0.0032113260222188978","0 /  1   "
"Placenta growth factor","PGF","P49763","CHEMBL1697671","Secreted protein","0.0032113260222188978","0 /  3   "
"Vascular endothelial growth factor A, long form","VEGFA","P15692","CHEMBL1783","Secreted protein","0.0032113260222188978","0 /  4   "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.00317129366400925","0 /  66   "
"Proto-oncogene tyrosine-protein kinase Src","SRC","P12931","CHEMBL267","Kinase","0.00317129366400925","0 /  6   "
"Fibroblast growth factor receptor 1","FGFR1","P11362","CHEMBL3650","Kinase","0.00317129366400925","0 /  4   "
"Mast/stem cell growth factor receptor Kit","KIT","P10721","CHEMBL1936","Kinase","0.00317129366400925","0 /  10   "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.00317129366400925","0 /  14   "
"Free fatty acid receptor 1","FFAR1","O14842","CHEMBL4422","Family A G protein-coupled receptor","0.0030550470902088473","0 /  190   "
"Oxysterol-binding protein 1","OSBP","P22059","CHEMBL4523203","Unclassified protein","0.0030104393628743683","0 /  16   "
"Heat shock protein HSP 90-alpha","HSP90AA1","P07900","CHEMBL3880","Other cytosolic protein","0.002867073434785398","0 /  17   "
"Interleukin-6","IL6","P05231","CHEMBL1795129","Secreted protein","0.0028407614048709716","0 /  1   "
"Carbonic anhydrase 13","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.0027581364107351733","0 /  2   "
"Carbonic anhydrase 9","CA9","Q16790","CHEMBL3594","Lyase","0.0027581364107351733","0 /  64   "
"Carbonic anhydrase 7","CA7","P43166","CHEMBL2326","Lyase","0.0027581364107351733","0 /  17   "
"Carbonic anhydrase 1","CA1","P00915","CHEMBL261","Lyase","0.0027581364107351733","0 /  58   "
"Carbonic anhydrase 12","CA12","O43570","CHEMBL3242","Lyase","0.0027581364107351733","0 /  57   "
"3',5'-cyclic-AMP phosphodiesterase 4D","PDE4D","Q08499","CHEMBL288","Phosphodiesterase","0.002706575094992885","0 /  55   "
