"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Small conductance calcium-activated potassium channel protein 3","KCNN3","Q9UGI6","CHEMBL3381","Voltage-gated ion channel","0.00520262598306644","8 /  7   "
"Small conductance calcium-activated potassium channel protein 2","KCNN2","Q9H2S1","CHEMBL4469","Voltage-gated ion channel","0.00520262598306644","8 /  7   "
"Amyloid-beta precursor protein","APP","P05067","CHEMBL2487","Membrane receptor","0.005038116507776399","635 /  22   "
"Histamine H2 receptor","HRH2","P25021","CHEMBL1941","Family A G protein-coupled receptor","0.004989076812066417","278 /  4   "
"Serine/threonine-protein kinase PLK1","PLK1","P53350","CHEMBL3024","Kinase","0.004907459561811128","723 /  4   "
"3',5'-cyclic-AMP phosphodiesterase 4D","PDE4D","Q08499","CHEMBL288","Phosphodiesterase","0.00484576006916151","788 /  51   "
"Histone deacetylase 3","HDAC3","O15379","CHEMBL1829","Eraser","0.004789117839068292","1778 /  30   "
"Orexin receptor type 2","HCRTR2","O43614","CHEMBL4792","Family A G protein-coupled receptor","0.004758509352779772","3375 /  41   "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.004746091521605983","6177 /  51   "
"Histone deacetylase 2","HDAC2","Q92769","CHEMBL1937","Eraser","0.0046033150555725546","1874 /  15   "
"Neuronal acetylcholine receptor; alpha3/beta4","N/A","P30926&P32297","CHEMBL1907594","Ligand-gated ion channel","0.004591070524035296","357 /  4   "
"Sclerostin","SOST","Q9BQB4","CHEMBL3580487","Unclassified protein","0.004463591452059614","5 /  4   "
"Glutamate receptor 2","GRIA2","P42262","CHEMBL4016","Ligand-gated ion channel","0.0043737212429987024","66 /  1   "
"Rho-associated protein kinase 2","ROCK2","O75116","CHEMBL2973","Kinase","0.004274117016326514","3607 /  42   "
"Muscarinic acetylcholine receptor M1","CHRM1","P11229","CHEMBL216","Family A G protein-coupled receptor","0.004230505881724645","1129 /  4   "
"C-C chemokine receptor type 2","CCR2","P41597","CHEMBL4015","Family A G protein-coupled receptor","0.004172524736439553","692 /  14   "
"Platelet-activating factor receptor","PTAFR","P25105","CHEMBL250","Family A G protein-coupled receptor","0.0041333626175499","178 /  6   "
"Broad substrate specificity ATP-binding cassette transporter ABCG2","ABCG2","Q9UNQ0","CHEMBL5393","Primary active transporter","0.004117443466572795","540 /  27   "
"Indoleamine 2,3-dioxygenase 1","IDO1","P14902","CHEMBL4685","Oxidoreductase","0.0040403637838986985","1349 /  4   "
"Dipeptidyl peptidase 4","DPP4","P27487","CHEMBL284","Protease","0.003999651620386553","3280 /  53   "
"Spindlin-1","SPIN1","Q9Y657","CHEMBL4523509","Reader","0.0038784781903076207","32 /  13   "
"Macrophage migration inhibitory factor","MIF","P14174","CHEMBL2085","Enzyme","0.0037522548589083524","38 /  2   "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.0036754002621494394","193 /  8   "
"Estrogen receptor","ESR1","P03372","CHEMBL206","Nuclear receptor","0.0036135322807968793","840 /  22   "
"X-box-binding protein 1","XBP1","P17861","CHEMBL1741176","Unclassified protein","0.0035969632896114758","3 /  2   "
"Neuronal acetylcholine receptor; alpha3/beta2","N/A","P17787&P32297","CHEMBL2109234","Ligand-gated ion channel","0.0035455073972726543","36 /  1   "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.0034938797483510023","1452 /  24   "
"Carbonic anhydrase 9","CA9","Q16790","CHEMBL3594","Lyase","0.003469967509776855","2473 /  38   "
"cGMP-specific 3',5'-cyclic phosphodiesterase","PDE5A","O76074","CHEMBL1827","Phosphodiesterase","0.003395707349352394","1383 /  75   "
"Procathepsin L","CTSL","P07711","CHEMBL3837","Protease","0.0033537835440698915","773 /  25   "
"Nicotinamide phosphoribosyltransferase","NAMPT","P43490","CHEMBL1744525","Enzyme","0.0033469224689647082","2112 /  10   "
"Dihydroorotate dehydrogenase (quinone), mitochondrial","DHODH","Q02127","CHEMBL1966","Oxidoreductase","0.0032591338550021645","1052 /  5   "
"Mitogen-activated protein kinase 14","MAPK14","Q16539","CHEMBL260","Kinase","0.003240736025311121","2380 /  5   "
"Carbonic anhydrase 2","CA2","P00918","CHEMBL205","Lyase","0.003239761196577776","3620 /  75   "
"Carbonic anhydrase 1","CA1","P00915","CHEMBL261","Lyase","0.003239761196577776","3019 /  56   "
"Multidrug and toxin extrusion protein 1","SLC47A1","Q96FL8","CHEMBL1743126","Electrochemical transporter","0.003232806016081042","22 /  1   "
