"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"14-3-3 protein gamma","YWHAG","P61981","CHEMBL1293296","Unclassified protein","0.007569040381210122","2 /  2   "
"Adenosine receptor A1","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.007508578202354797","24 /  3   "
"Tyrosine-protein phosphatase non-receptor type 11","PTPN11","Q06124","CHEMBL3864","Phosphatase","0.007334809264196865","29 /  7   "
"Lysine-specific demethylase 5B","KDM5B","Q9UGL1","CHEMBL3774295","Eraser","0.006428829458449862","5 /  1   "
"Cocaine esterase","CES2","O00748","CHEMBL3180","Hydrolase","0.005741308383667518","3 /  14   "
"Ribosyldihydronicotinamide dehydrogenase [quinone]","NQO2","P16083","CHEMBL3959","Oxidoreductase","0.005728250694700616","8 /  14   "
"Cyclin-dependent kinase 2","CDK2","P24941","CHEMBL301","Kinase","0.0055896738403769875","87 /  1   "
"Mannose-6-phosphate isomerase","MPI","P34949","CHEMBL2758","Isomerase","0.005348163501258721","8 /  1   "
"Amine oxidase [flavin-containing] A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.005258961444758421","76 /  78   "
"17-beta-hydroxysteroid dehydrogenase type 1","HSD17B1","P14061","CHEMBL3181","Oxidoreductase","0.004877293215168538","78 /  15   "
"Sodium-dependent dopamine transporter","SLC6A3","Q01959","CHEMBL238","Electrochemical transporter","0.004814095543507699","7 /  56   "
"Poly [ADP-ribose] polymerase 1","PARP1","P09874","CHEMBL3105","Transferase","0.004800140617812016","142 /  6   "
"Induced myeloid leukemia cell differentiation protein Mcl-1","MCL1","Q07820","CHEMBL4361","Other cytosolic protein","0.004723319855090649","105 /  14   "
"Adenosine receptor A2a","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.004629950009115739","23 /  3   "
"Insulin-like growth factor 1 receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.0040980424187130994","30 /  7   "
"NAD-dependent protein deacetylase sirtuin-1","SIRT1","Q96EB6","CHEMBL4506","Eraser","0.00400561730597026","20 /  36   "
"Proto-oncogene tyrosine-protein kinase Src","SRC","P12931","CHEMBL267","Kinase","0.003406640494042653","118 /  9   "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Transferase","0.0029797682602067167","30 /  3   "
"Cholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.002918933792834426","27 /  36   "
"DNA repair nuclease/redox regulator APEX1","APEX1","P27695","CHEMBL5619","Enzyme","0.0028987713625505105","12 /  5   "
