"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","PFKFB3","Q16875","CHEMBL2331053","Enzyme","0.9476518631847693","10 /  3   "
"Amyloid-beta precursor protein","APP","P05067","CHEMBL2487","Membrane receptor","0.9423694325782567","69 /  55   "
"Histone-lysine N-methyltransferase EZH1","EZH1","Q92800","CHEMBL2189116","Writer","0.9393338945328389","1 /  1   "
"Histone-lysine N-methyltransferase 2A","KMT2A","Q03164","CHEMBL1293299","Writer","0.9393338945328389","1 /  1   "
"Alpha-amylase 1A","AMY1A","P0DUB6","CHEMBL2478","Hydrolase","0.9393338945328389","1 /  1   "
"Histone-lysine N-methyltransferase NSD2","NSD2","O96028","CHEMBL3108645","Writer","0.9393338945328389","1 /  1   "
"Serine/threonine-protein kinase pim-1","PIM1","P11309","CHEMBL2147","Kinase","0.9321600482970523","82 /  19   "
"Short transient receptor potential channel 5","TRPC5","Q9UL62","CHEMBL1250411","Voltage-gated ion channel","0.9177253292006827","5 /  4   "
"Adenosine receptor A3","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.9177253292006827","17 /  41   "
"Protein disulfide-isomerase","P4HB","P07237","CHEMBL5422","Isomerase","0.9177253292006827","34 /  2   "
"Cholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.9177253292006827","26 /  93   "
"Tyrosine-protein kinase Lck","LCK","P06239","CHEMBL258","Kinase","0.9114190859808405","33 /  5   "
"Inositol polyphosphate multikinase","IPMK","Q8NFU5","CHEMBL4523401","Transferase","0.9070223902280896","6 /  6   "
"Monocarboxylate transporter 1","SLC16A1","P53985","CHEMBL4360","Electrochemical transporter","0.8938802367274737","4 /  2   "
"Matrix metalloproteinase-9","MMP9","P14780","CHEMBL321","Protease","0.8886110317403119","57 /  6   "
"72 kDa type IV collagenase","MMP2","P08253","CHEMBL333","Protease","0.8886110317403119","86 /  4   "
"Androgen receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.8874003949372626","74 /  40   "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Transferase","0.8779341253059338","25 /  27   "
"Mast/stem cell growth factor receptor Kit","KIT","P10721","CHEMBL1936","Kinase","0.8758321554113819","8 /  3   "
"MAP kinase-interacting serine/threonine-protein kinase 1","MKNK1","Q9BUB5","CHEMBL4718","Kinase","0.8732302024382674","8 /  2   "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.8665458167116955","95 /  33   "
"Steroid hormone receptor ERR1","ESRRA","P11474","CHEMBL3429","Nuclear receptor","0.8647965138503247","21 /  2   "
"Solute carrier family 2, facilitated glucose transporter member 1","SLC2A1","P11166","CHEMBL2535","Electrochemical transporter","0.8647965138503247","3 /  2   "
"Macrophage metalloelastase","MMP12","P39900","CHEMBL4393","Protease","0.8645615630064493","17 /  5   "
"Ribosomal protein S6 kinase alpha-3","RPS6KA3","P51812","CHEMBL2345","Kinase","0.8632831665750059","32 /  26   "
"Lactoylglutathione lyase","GLO1","Q04760","CHEMBL2424","Lyase","0.8613465445725977","7 /  4   "
"A disintegrin and metalloproteinase with thrombospondin motifs 4","ADAMTS4","O75173","CHEMBL2318","Protease","0.8613465445725977","4 /  1   "
"Cyclin-dependent kinase 2","CDK2","P24941","CHEMBL301","Kinase","0.8535627782866628","107 /  26   "
"NAD-dependent protein deacylase sirtuin-6","SIRT6","Q8N6T7","CHEMBL2163182","Eraser","0.8506265577985617","4 /  2   "
"METTL3/METTL14","N/A","Q86U44&Q9HCE5","CHEMBL4106140","Transferase","0.8506265577985617","2 /  2   "
"Casein kinase II alpha'/ beta","N/A","P67870&P19784","CHEMBL3883328","Kinase","0.8506265577985617","3 /  1   "
"ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1","CD38","P28907","CHEMBL4660","Enzyme","0.8506265577985617","3 /  3   "
"Inhibitor of nuclear factor kappa-B kinase subunit beta","IKBKB","O14920","CHEMBL1991","Kinase","0.8287601612182758","11 /  4   "
"Beta-galactoside alpha-2,6-sialyltransferase 1","ST6GAL1","P15907","CHEMBL3596075","Transferase","0.8272925379682966","3 /  2   "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.8230597124765137","51 /  12   "
"17-beta-hydroxysteroid dehydrogenase type 2","HSD17B2","P37059","CHEMBL2789","Oxidoreductase","0.8113484989907385","134 /  9   "
"Tyrosine-protein phosphatase non-receptor type 1","PTPN1","P18031","CHEMBL335","Phosphatase","0.8103200124498008","222 /  68   "
"Delta-type opioid receptor","OPRD1","P41143","CHEMBL236","Family A G protein-coupled receptor","0.7923475654643128","18 /  3   "
"BDNF/NT-3 growth factors receptor","NTRK2","Q16620","CHEMBL4898","Kinase","0.7912027865165104","1 /  2   "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.7882134437403411","11 /  7   "
"Aurora kinase B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.7841106595171925","19 /  6   "
"Epidermal growth factor receptor","EGFR","P00533","CHEMBL203","Kinase","0.775711798662604","133 /  37   "
"Catenin beta-1","CTNNB1","P35222","CHEMBL5866","Unclassified protein","0.7709464546060115","4 /  3   "
