"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Tyrosine-protein kinase ABL1","ABL1","P00519","CHEMBL1862","Kinase","0.9883030700033385","193 /  2   "
"DNA topoisomerase 2-alpha","TOP2A","P11388","CHEMBL1806","Isomerase","0.981753764268227","44 /  20   "
"Inhibitor of NF-kappa-B kinase (IKK)","N/A","O14920&O15111&Q9Y6K9","CHEMBL2111328","Kinase","0.9741622829814656","2 /  3   "
"Protein kinase C theta type","PRKCQ","Q04759","CHEMBL3920","Kinase","0.9650874114719854","20 /  5   "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.9527513778339909","315 /  39   "
"5-hydroxytryptamine receptor 1A","HTR1A","P08908","CHEMBL214","Family A G protein-coupled receptor","0.9489650730172923","277 /  11   "
"Histone deacetylase 2","HDAC2","Q92769","CHEMBL1937","Eraser","0.9339056002338331","109 /  22   "
"Histone deacetylase 8","HDAC8","Q9BY41","CHEMBL3192","Eraser","0.9310160354034922","139 /  26   "
"Aldo-keto reductase family 1 member B1","AKR1B1","P15121","CHEMBL1900","Oxidoreductase","0.8644574510808853","153 /  20   "
"Aldo-keto reductase family 1 member B10","AKR1B10","O60218","CHEMBL5983","Oxidoreductase","0.8644574510808853","54 /  19   "
"RAC-alpha serine/threonine-protein kinase","AKT1","P31749","CHEMBL4282","Kinase","0.848374177712341","151 /  4   "
"17-beta-hydroxysteroid dehydrogenase type 3","HSD17B3","P37058","CHEMBL4234","Oxidoreductase","0.7818557577659945","98 /  4   "
"Signal transducer and activator of transcription 3","STAT3","P40763","CHEMBL4026","Transcription factor","0.7673008051296055","278 /  6   "
"Histone deacetylase 6","HDAC6","Q9UBN7","CHEMBL1865","Eraser","0.7551406096620242","332 /  30   "
"Islet amyloid polypeptide","IAPP","P10997","CHEMBL1914266","Secreted protein","0.7357810031280594","16 /  9   "
"Histone deacetylase 3","HDAC3","O15379","CHEMBL1829","Eraser","0.5939996840178358","111 /  12   "
"Protein kinase C delta type","PRKCD","Q05655","CHEMBL2996","Kinase","0.5490837012596711","123 /  4   "
"Collagenase 3","MMP13","P45452","CHEMBL280","Protease","0.48401549016682377","86 /  7   "
"Xanthine dehydrogenase/oxidase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.4559142779990446","157 /  13   "
"Aromatase","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.40602024589524544","316 /  122   "
"Fibroblast growth factor receptor 1","FGFR1","P11362","CHEMBL3650","Kinase","0.29319746824891907","344 /  9   "
"Tumor necrosis factor","TNF","P01375","CHEMBL1825","Secreted protein","0.2677030835695183","49 /  4   "
"Carbonic anhydrase 14","CA14","Q9ULX7","CHEMBL3510","Lyase","0.266868527121139","62 /  25   "
